"id","owner_user_id","legal_name","tax_code","representative","business_category","logo_url","approval_status","operating_status","created_at","updated_at"
"6bba4d0a-c960-536e-abde-dbddd28b822a","6c88622a-0c7a-59d3-84b1-354d3f9262a3","Công Ty Cổ Phần Vàng Bạc Đá Quý PNJ","0303000086","Đại Diện Công Ty Cổ Phần Vàng Bạc Đá Quý PNJ","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"72bcf95b-a65b-5c0c-8aed-e0d71130729e","33829e98-e5cb-579e-97ab-e7367bf35708","Liti Florist","0303000087","Đại Diện Liti Florist","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"012eb927-57a1-542c-bf81-e9d2692aed37","a3583d75-e391-59ec-87d0-40cd40def8a6","Thời Trang Trẻ Em Ninh Khương","0303000088","Đại Diện Thời Trang Trẻ Em Ninh Khương","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"29d89526-6593-558a-9da2-0b24dce1769f","65707d3e-aa74-5043-8228-1bd67721ea5e","MARC Fashion","0303000089","Đại Diện MARC Fashion","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"ccbb17a7-82c7-594c-80f1-4ac87f462a17","9327939f-dc24-58b0-bc85-f8165bf6d2b2","Thời Trang Trẻ Em Rabity","0303000090","Đại Diện Thời Trang Trẻ Em Rabity","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"164c1daf-c1ac-5bbd-935f-980040853762","4f985fc6-f4fb-5a53-b834-87837c901be0","Thời Trang Dottie","0303000091","Đại Diện Thời Trang Dottie","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"5d02a647-3591-5f2b-9be4-8a3d659b65c6","7298d608-6508-56aa-90ee-1bd29e8af732","Nông Sản Sạch Bác Tôm","0303000092","Đại Diện Nông Sản Sạch Bác Tôm","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"cd27918b-fad9-5c31-85e4-b20a57459a6f","4ea58f3f-368c-5629-87c9-d4d6f371b78b","Soc&Brothers","0303000093","Đại Diện Soc&Brothers","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"dfb435b2-058e-5322-aad0-5f749c41aee1","f8647878-b276-5341-a336-b53262869554","Hoa Yêu Thương","0303000094","Đại Diện Hoa Yêu Thương","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"18b7d5d9-45c9-5633-ab52-706123876787","6cf766c1-717e-5489-a8c8-7b653781f0ca","GS25","0303000095","Đại Diện GS25","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"6ea20d88-c2fa-5bf3-9dbe-83c82b30067a","4a738834-e566-5f81-be53-17e38361214c","Beloved & Beyond","0303000096","Đại Diện Beloved & Beyond","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"57316324-2bcf-55c6-b2b2-555e84b02f95","77f2952f-e078-5df6-b8f8-6c42920d34c2","Lock&Lock","0303000097","Đại Diện Lock&Lock","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"a507fa92-c231-5d8e-8688-05ccda022792","a28dd5da-2ca9-5ca7-90f3-2c669f853358","K-Market","0303000098","Đại Diện K-Market","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"605fe23f-bc1c-58aa-a408-20c79f06c8d1","8751072c-c654-532c-8310-667e573ea355","Be Group","0303000099","Đại Diện Be Group","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"36d7fd9c-ccb4-538a-92fc-ee2569002a34","824046b0-4ad6-5e36-9d36-4391b6ed497c","Grab Vietnam","0303000100","Đại Diện Grab Vietnam","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"e396153a-2587-5475-a0ef-17e9045ed646","1c39a86f-cffb-5d30-a8cd-e185e5aabc42","Extrim Chăm Sóc Giày","0303000101","Đại Diện Extrim Chăm Sóc Giày","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"2616ca87-c4a5-5e56-af62-ff53f26a3187","38191efb-2302-5114-9331-ac97cc028599","Xanh SM (GSM)","0303000102","Đại Diện Xanh SM (GSM)","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"d1f1e747-a812-59a2-b803-e762a74dc989","c9ebe5b3-87bd-5938-bdb7-34687df6c9f7","Hệ Thống tiNiWorld","0303000103","Đại Diện Hệ Thống tiNiWorld","Ẩm Thực & Nhà Hàng","","approved","active","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
